Business Legal Name,Assumed Name(s),Street,City,Borough,Postcode,License Type,License Status,License Issue Date,License Expiration Date,Latitude,Longitude,Council District,Community Board,BIN,BBL,Census Tract (2020),Neighborhood Tabulation Area (NTA) (2020),Location
GRAND ENDEAVORS INC.,CLEM'S,264 GRAND STREET,BROOKLYN,Brooklyn,11211,Sidewalk,Issued,05/16/2025 03:49:18 PM,05/16/2029 11:59:59 PM,40.713379215412,-73.958564256526,34,301,3062815,3023940022,523,BK0102,POINT (-73.958564256526 40.713379215412)
WHITE WALKER LLC,FRENCHETTE,241 WEST BROADWAY,NEW YORK,Manhattan,10013,Sidewalk,Issued,02/13/2026 03:41:48 PM,02/13/2030 11:59:59 PM,40.719737943896,-74.005887490861,1,101,1002180,1001910015,33,MN0102,POINT (-74.005887490861 40.719737943896)
AGIOS MARKOS CORPORATION,GRIND NYC COFFEE SHOP,602 9 AVENUE,NEW YORK,Manhattan,10036,Sidewalk,Issued,05/16/2025 04:01:52 PM,05/16/2029 11:59:59 PM,40.75918830286,-73.992062322346,3,104,1024957,1010340001,12101,MN0402,POINT (-73.992062322346 40.75918830286)
Gourmet Club India Inc,BHATTI INDIAN GRILL,100 LEXINGTON AVENUE,NEW YORK,Manhattan,10016,Roadway,Issued,02/13/2026 02:56:52 PM,02/13/2030 11:59:59 PM,40.742205496564,-73.983089386167,2,105,1018167,1008830020,68,MN0602,POINT (-73.983089386167 40.742205496564)
COFFEE AND BREAKFAST LLC,C & B,178 EAST    7 STREET,NEW YORK,Manhattan,10009,Roadway,Issued,06/18/2025 03:33:55 PM,06/18/2029 11:59:59 PM,40.725261850203,-73.981693863648,2,103,1005093,1004020032,32,MN0303,POINT (-73.981693863648 40.725261850203)
LUISA CAPITAL LLC,PICCOLO CUCINA CASA,141 NEVINS STREET,BROOKLYN,Brooklyn,11217,Roadway,Issued,10/03/2025 01:37:34 PM,10/03/2029 11:59:59 PM,40.684310195545,-73.98384687986,33,302,3332449,3001970002,39,BK0202,POINT (-73.98384687986 40.684310195545)
QUEENSBORO HOSPITALITY LLC,THE QUEENSBORO,80-02 NORTHERN BOULEVARD,JACKSON HEIGHTS,Queens,11372,Roadway,Issued,10/24/2025 03:53:46 PM,10/24/2029 11:59:59 PM,40.755364454829,-73.887070541844,25,403,4028773,4012530001,285,QN0301,POINT (-73.887070541844 40.755364454829)
A & I CAKE CORPORATION,WILDBERRY CAKE,1715 EMMONS AVENUE,BROOKLYN,Brooklyn,11235,Roadway,Issued,08/22/2025 03:38:27 PM,08/22/2029 11:59:59 PM,40.583364365701,-73.95133335563,48,315,3247022,3087710129,608,BK1503,POINT (-73.95133335563 40.583364365701)
VEGG 58TH LLC,MASSERIA DEI VINI,889 9 AVENUE,NEW YORK,Manhattan,10019,Roadway,Issued,05/09/2025 09:26:41 AM,05/09/2029 11:59:59 PM,40.768313971894,-73.985432953589,6,104,1026889,1010670033,139,MN0402,POINT (-73.985432953589 40.768313971894)
C.S.L.L. REST CORP/EJ'S LUNCHEONETTE,E.J'S LUNCHEONETTE,1271 THIRD AVENUE,NEW YORK,Manhattan,10021,Roadway,Issued,07/18/2025 03:08:55 PM,07/18/2029 11:59:59 PM,40.770566858667,-73.959994317765,5,108,1043984,1014280001,12602,MN0801,POINT (-73.959994317765 40.770566858667)
Aggiepolo Inc,JASPER'S TAPHOUSE & KITCHEN,761 9 AVENUE,NEW YORK,Manhattan,10019,Roadway,Issued,05/09/2025 09:21:23 AM,05/09/2029 11:59:59 PM,40.764246580406,-73.988401226584,3,104,1026720,1010610029,133,MN0402,POINT (-73.988401226584 40.764246580406)
LAND RESTAURANT CORP,MADELINE'S,113 FRANKLIN STREET,BROOKLYN,Brooklyn,11222,Roadway,Issued,06/06/2025 10:12:04 AM,06/06/2029 11:59:59 PM,40.729976480659,-73.957623009713,33,301,3337033,3025570024,565,BK0101,POINT (-73.957623009713 40.729976480659)
LA MELA RISTORANTE ITALIANO INC.,LA MELA,167 MULBERRY STREET,NEW YORK,Manhattan,10013,Roadway,Issued,08/08/2025 02:50:57 PM,08/08/2029 11:59:59 PM,40.719910978144,-73.997077892142,1,102,1006967,1004710019,41,MN0201,POINT (-73.997077892142 40.719910978144)
MMI 2020 LLC,RECETTE,103 HAVEMEYER STREET,BROOKLYN,Brooklyn,11211,Roadway,Issued,04/04/2025 04:32:29 PM,04/04/2029 11:59:59 PM,40.713235719259,-73.956490218544,34,301,3062692,3023840003,519,BK0102,POINT (-73.956490218544 40.713235719259)
FACES & NAMES INC,FACES & NAMES,161 WEST   54 STREET,NEW YORK,Manhattan,10019,Sidewalk,Issued,08/01/2025 01:52:12 PM,08/01/2029 11:59:59 PM,40.76329860681,-73.980726745472,6,105,1023382,1010070001,137,MN0502,POINT (-73.980726745472 40.76329860681)
COLUMBUS AVENUE HOSPITALITY LLC,PARLA,320 COLUMBUS AVENUE,NEW YORK,Manhattan,10023,Roadway,Issued,12/20/2024 10:18:36 AM,12/20/2028 11:59:59 PM,40.779456358561,-73.977306253658,6,107,1030136,1011470029,161,MN0702,POINT (-73.977306253658 40.779456358561)
"AURORA EAST, INC.",MONTESACRO,432 UNION AVENUE,BROOKLYN,Brooklyn,11211,Roadway,Issued,04/04/2025 04:33:19 PM,04/04/2029 11:59:59 PM,40.713324292298,-73.951494211773,34,301,3068767,3027610003,513,BK0102,POINT (-73.951494211773 40.713324292298)
153 NIGEL LLC,MISS ADA,184 DEKALB AVENUE,BROOKLYN,Brooklyn,11205,Roadway,Issued,06/18/2025 03:29:41 PM,06/18/2029 11:59:59 PM,40.689575223151,-73.972360830029,35,302,3059016,3021020033,181,BK0203,POINT (-73.972360830029 40.689575223151)
HENG HENG GROUP INC,NOURISH THAI,637A VANDERBILT AVENUE,BROOKLYN,Brooklyn,11238,Roadway,Issued,08/15/2025 03:52:14 PM,08/15/2029 11:59:59 PM,40.677970052081,-73.9685537638,35,308,3028480,3011520005,205,BK0801,POINT (-73.9685537638 40.677970052081)
418 RESTAURANT  LLC,SANTA FE,73 WEST   71 STREET,NEW YORK,Manhattan,10023,Sidewalk,Issued,11/22/2024 09:41:01 AM,11/22/2028 11:59:59 PM,40.776448360581,-73.978621546726,6,107,1079299,1011240003,157,MN0701,POINT (-73.978621546726 40.776448360581)
"HARD EIGHT RESTAURANT COMPANY, LLC",THE WHISKEY BROOKLYN,44 BERRY STREET,BROOKLYN,Brooklyn,11249,Roadway,Issued,11/12/2024 10:22:46 AM,11/12/2028 11:59:59 PM,40.721036328847,-73.956430992292,33,301,3329920,3022897501,557,BK0102,POINT (-73.956430992292 40.721036328847)
bande a part llc,CAFE PAULETTE,1 SOUTH ELLIOTT PLACE,BROOKLYN,Brooklyn,11217,Roadway,Issued,04/04/2025 04:17:12 PM,04/04/2029 11:59:59 PM,40.689334506332,-73.976017292561,35,302,3058809,3020990041,33,BK0203,POINT (-73.976017292561 40.689334506332)
YUNHUA ON COLUMBUS INC.,EMPIRE SZECHUAN KYOTO,193 COLUMBUS AVENUE,NEW YORK,Manhattan,10023,Sidewalk,Issued,12/09/2024 01:12:34 PM,12/09/2028 11:59:59 PM,40.775230002378,-73.980373055668,6,107,1028483,1011210064,15301,MN0701,POINT (-73.980373055668 40.775230002378)
SANGSIRI INC,LEMONGRASS GRILL,156 COURT STREET,BROOKLYN,Brooklyn,11201,Sidewalk,Issued,02/20/2026 03:04:46 PM,02/20/2030 11:59:59 PM,40.688645110825,-73.992878461127,39,306,3003071,3002920032,45,BK0601,POINT (-73.992878461127 40.688645110825)
SOCIALE LLC,SOCIALE,320 COURT STREET,BROOKLYN,Brooklyn,11231,Roadway,Issued,10/31/2025 11:43:04 AM,10/31/2029 11:59:59 PM,40.683270974497,-73.99546782271,39,306,3004211,3003330038,67,BK0601,POINT (-73.99546782271 40.683270974497)
B.L.T.G. PIZZA INC,BELLA LUNA,574 COLUMBUS AVENUE,NEW YORK,Manhattan,10024,Sidewalk,Issued,04/22/2025 04:24:27 PM,04/22/2029 11:59:59 PM,40.787645364564,-73.971334096733,6,107,1032247,1012180036,173,MN0702,POINT (-73.971334096733 40.787645364564)
19 GREENPOINT LLC,BANKS TAVERN,19 GREENPOINT AVENUE,BROOKLYN,Brooklyn,11222,Roadway,Issued,10/03/2025 01:23:16 PM,10/03/2029 11:59:59 PM,40.729658907663,-73.959903513142,33,301,3064662,3025560048,565,BK0101,POINT (-73.959903513142 40.729658907663)
1600 AMSTERDAM HARLEM GROUP LLC,FUMO,1600 AMSTERDAM AVENUE,NEW YORK,Manhattan,10031,Roadway,Issued,08/22/2025 03:15:53 PM,08/22/2029 11:59:59 PM,40.821324544808,-73.950475789991,7,109,1079854,1020700036,225,MN0903,POINT (-73.950475789991 40.821324544808)
MAMAN LINCOLN CENTER LLC,MAMAN,152 COLUMBUS AVENUE,NEW YORK,Manhattan,10023,Roadway,Issued,08/22/2025 03:33:25 PM,08/22/2029 11:59:59 PM,40.773997760035,-73.981286872189,6,107,1028842,1011380033,15302,MN0701,POINT (-73.981286872189 40.773997760035)
FULTON STREET SMOOTHIE LLC,PLAYA BOWLS,50 FULTON STREET,NEW YORK,Manhattan,10038,Sidewalk,Issued,01/02/2026 01:31:58 PM,01/02/2030 11:59:59 PM,40.708229183248,-74.004696191509,1,101,1001172,1000757501,1502,MN0101,POINT (-74.004696191509 40.708229183248)
ELSEWHERE ESPRESSO LLC,ELSEWHERE ESPRESSO,335 EAST    6 STREET,NEW YORK,Manhattan,10003,Roadway,Issued,08/29/2025 01:42:56 PM,08/29/2029 11:59:59 PM,40.72700831208,-73.987599557418,2,103,1006293,1004480038,38,MN0303,POINT (-73.987599557418 40.72700831208)
NOODLE PUDDING RESTAURANT LLC,NOODLE PUDDING,38 HENRY STREET,BROOKLYN,Brooklyn,11201,Roadway,Issued,10/10/2025 01:36:25 PM,10/10/2029 11:59:59 PM,40.699764120356,-73.991903528333,33,302,3001601,3002160028,1,BK0201,POINT (-73.991903528333 40.699764120356)
THE GREY DOG FLATIRON INC,THE GREY DOG,55 WEST   26 STREET,NEW YORK,Manhattan,10010,Roadway,Issued,10/24/2025 03:53:01 PM,10/24/2029 11:59:59 PM,40.744588835621,-73.9908983996,3,105,1015632,1008280001,58,MN0501,POINT (-73.9908983996 40.744588835621)
123 MADISON LLC,GOLDEN DINER,123 MADISON STREET,NEW YORK,Manhattan,10002,Roadway,Issued,10/24/2025 03:36:22 PM,10/24/2029 11:59:59 PM,40.712335300602,-73.994055451454,1,103,1003285,1002750027,8,MN0301,POINT (-73.994055451454 40.712335300602)
"GIURO, LLC",AITA / MAYFLOWER,132 GREENE AVENUE,BROOKLYN,Brooklyn,11238,Roadway,Issued,03/07/2025 08:32:59 AM,03/07/2029 11:59:59 PM,40.686595631694,-73.966675831359,35,302,3055998,3019610039,199,BK0204,POINT (-73.966675831359 40.686595631694)
66 IRVING LLC,PETE'S TAVERN,129 EAST   18 STREET,NEW YORK,Manhattan,10003,Sidewalk,Issued,03/24/2025 04:20:19 PM,03/24/2029 11:59:59 PM,40.73635138988,-73.98668487807,2,106,1080800,1008740023,5,MN0602,POINT (-73.98668487807 40.73635138988)
MANHATTAN ISLAND GROUP LLC,FRESH SALT,146 BEEKMAN STREET,NEW YORK,Manhattan,10038,Sidewalk,Issued,12/19/2025 10:45:19 AM,12/19/2029 11:59:59 PM,40.707035275178,-74.002589711888,1,101,1078978,1000970015,1501,MN0101,POINT (-74.002589711888 40.707035275178)
"JIM & ANDY, INC.",CONGRESS,208 COURT STREET,BROOKLYN,Brooklyn,11201,Roadway,Issued,05/16/2025 03:55:14 PM,05/16/2029 11:59:59 PM,40.68685007939,-73.993747638128,39,306,3003280,3003020043,45,BK0601,POINT (-73.993747638128 40.68685007939)
GREENSTICK CORP,LEGENDS NYC,6 WEST   33 STREET,NEW YORK,Manhattan,10001,Sidewalk,Issued,02/13/2026 03:55:23 PM,02/13/2030 11:59:59 PM,40.747931395517,-73.985462691098,4,105,1083631,1008340049,76,MN0501,POINT (-73.985462691098 40.747931395517)
LPNI LLC,MAMA MEZZE,1123 BROADWAY,NEW YORK,Manhattan,10010,Sidewalk,Issued,04/11/2025 02:09:46 PM,04/11/2029 11:59:59 PM,40.743246492273,-73.989123049646,3,105,1015618,1008270028,58,MN0501,POINT (-73.989123049646 40.743246492273)
NOLA RESTAURANT GROUP LLC,LOWERLINE,794 WASHINGTON AVENUE,BROOKLYN,Brooklyn,11238,Roadway,Issued,04/04/2025 04:26:33 PM,04/04/2029 11:59:59 PM,40.674160694967,-73.963073406871,35,308,3029402,3011730050,207,BK0801,POINT (-73.963073406871 40.674160694967)
375 AMSTERDAM AVENUE LLC,DAILY PROVISIONS,375 AMSTERDAM AVENUE,NEW YORK,Manhattan,10024,Roadway,Issued,01/02/2026 01:29:22 PM,01/02/2030 11:59:59 PM,40.782363352575,-73.978879627755,6,107,1030225,1011490061,161,MN0702,POINT (-73.978879627755 40.782363352575)
TUN LLC,TUOME,536 EAST    5 STREET,NEW YORK,Manhattan,10009,Roadway,Issued,10/03/2025 01:49:38 PM,10/03/2029 11:59:59 PM,40.72444966785,-73.983461903371,2,103,1005024,1004000024,32,MN0303,POINT (-73.983461903371 40.72444966785)
ALA TURK INC.,A LA TURKA,1417 2 AVENUE,NEW YORK,Manhattan,10021,Roadway,Issued,06/27/2025 07:11:36 PM,06/27/2029 11:59:59 PM,40.769973101492,-73.957518035217,5,108,1083895,1014280028,12602,MN0801,POINT (-73.957518035217 40.769973101492)
PARTNERS COFFEE WV LLC,PARTNERS COFFEE,44 CHARLES STREET,NEW YORK,Manhattan,10014,Sidewalk,Issued,03/06/2026 10:53:03 AM,03/06/2030 11:59:59 PM,40.735007205214,-74.002294917621,3,102,1010829,1006110016,73,MN0203,POINT (-74.002294917621 40.735007205214)
CINQUE RESTAURANT INC,OSTERIA BAROCCA,133 MULBERRY STREET,NEW YORK,Manhattan,10013,Roadway,Issued,10/17/2025 03:50:27 PM,10/17/2029 11:59:59 PM,40.718448032288,-73.997759766673,1,102,1003081,1002367503,41,MN0201,POINT (-73.997759766673 40.718448032288)
LEONS BEDFORD LLC,LEON'S BAGELS,128 BEDFORD AVENUE,BROOKLYN,Brooklyn,11249,Roadway,Issued,06/06/2025 10:11:04 AM,06/06/2029 11:59:59 PM,40.719364633553,-73.956085768233,33,301,3061678,3023040021,517,BK0102,POINT (-73.956085768233 40.719364633553)
NRK CAFE INC,LELABAR,422 HUDSON STREET,NEW YORK,Manhattan,10014,Sidewalk,Issued,06/18/2025 03:35:26 PM,06/18/2029 11:59:59 PM,40.730478164589,-74.006801296496,3,102,1009774,1005830002,67,MN0203,POINT (-74.006801296496 40.730478164589)
"ARTURO'S PARK,INC",ARTURO'S,1617 YORK AVENUE,NEW YORK,Manhattan,10028,Sidewalk,Issued,02/13/2026 02:30:19 PM,02/13/2030 11:59:59 PM,40.775433761382,-73.947491621968,5,108,1050540,1015650022,14401,MN0803,POINT (-73.947491621968 40.775433761382)
"RED CLAM, LLC",LUPA OSTERIA ROMANA,170 THOMPSON STREET,NEW YORK,Manhattan,10012,Roadway,Issued,05/09/2025 09:25:29 AM,05/09/2029 11:59:59 PM,40.727667725853,-74.00029224493,2,102,1008261,1005250035,65,MN0202,POINT (-74.00029224493 40.727667725853)
FRENA MEDITERRANEAN LLC,FRENA,773 10 AVENUE,NEW YORK,Manhattan,10019,Roadway,Issued,12/13/2024 09:58:52 AM,12/13/2028 11:59:59 PM,40.766080293994,-73.990779929652,3,104,1088297,1010810029,13501,MN0402,POINT (-73.990779929652 40.766080293994)
THREEFOLD HOLDINGS LLC,THREES BREWING / NINTH STREET ESPRESSO,333 DOUGLASS STREET,BROOKLYN,Brooklyn,11217,Roadway,Issued,10/24/2025 03:55:46 PM,10/24/2029 11:59:59 PM,40.679610945173,-73.982514042192,39,306,3336095,3004130033,127,BK0601,POINT (-73.982514042192 40.679610945173)
MYRTLE VILLAGE LLC,BIRDY'S,1215 MYRTLE AVENUE,BROOKLYN,Brooklyn,11221,Sidewalk,Issued,01/16/2026 12:59:35 PM,01/16/2030 11:59:59 PM,40.697600300753,-73.93154105582,34,304,3072457,3031830077,391,BK0401,POINT (-73.93154105582 40.697600300753)
THE GREY DOG MULBERRY INC,THE GREY DOG,244 MULBERRY STREET,NEW YORK,Manhattan,10012,Roadway,Issued,10/17/2025 03:51:16 PM,10/17/2029 11:59:59 PM,40.722979589862,-73.995843921175,1,102,1079947,1004940015,43,MN0201,POINT (-73.995843921175 40.722979589862)
"THE ODEON, INC",THE ODEON,145 WEST BROADWAY,NEW YORK,Manhattan,10013,Roadway,Issued,06/18/2025 03:30:47 PM,06/18/2029 11:59:59 PM,40.716984810414,-74.008048068297,1,101,1001620,1001477501,33,MN0102,POINT (-74.008048068297 40.716984810414)
SUMMER THOMPSON LLC,LEON'S BAGELS,169 THOMPSON STREET,NEW YORK,Manhattan,10012,Roadway,Issued,10/17/2025 03:49:38 PM,10/17/2029 11:59:59 PM,40.727648512373,-74.000335540378,2,102,1077793,1005250024,65,MN0202,POINT (-74.000335540378 40.727648512373)
"ANDREAS CH, LLC",DA ANDREA RISTORANTE,160 8 AVENUE,NEW YORK,Manhattan,10011,Sidewalk,Issued,11/12/2024 10:01:00 AM,11/12/2028 11:59:59 PM,40.742154589856,-74.000757837422,3,104,1013859,1007670071,81,MN0401,POINT (-74.000757837422 40.742154589856)
57 GRAND STREET CAFE CORP,TOAD HALL,57 GRAND STREET,NEW YORK,Manhattan,10013,Roadway,Issued,10/24/2025 03:56:22 PM,10/24/2029 11:59:59 PM,40.722244013776,-74.00351386799,1,102,1002964,1002280024,47,MN0201,POINT (-74.00351386799 40.722244013776)
"WAGAWONGAWITZ, LLC.",CAFE CLUNY,284 WEST   12 STREET,NEW YORK,Manhattan,10014,Roadway,Issued,08/08/2025 02:40:25 PM,08/08/2029 11:59:59 PM,40.737529596266,-74.004009041465,3,102,1011384,1006240048,77,MN0203,POINT (-74.004009041465 40.737529596266)
OLIO RESTAURANTS LLC,OLIO E PIU,3 GREENWICH AVENUE,NEW YORK,Manhattan,10014,Sidewalk,Issued,02/27/2026 01:54:07 PM,02/27/2030 11:59:59 PM,40.733931279931,-73.999635561442,3,102,1010268,1005930013,71,MN0203,POINT (-73.999635561442 40.733931279931)
IXV COFFEE LLC,IXV COFFEE,497 PACIFIC STREET,BROOKLYN,Brooklyn,11217,Roadway,Issued,10/24/2025 03:39:27 PM,10/24/2029 11:59:59 PM,40.684867044463,-73.981589615407,33,302,3000995,3001857501,39,BK0202,POINT (-73.981589615407 40.684867044463)
NY OWL CAFE 75 LLC,THE OWL'S TAIL,215 WEST   75 STREET,NEW YORK,Manhattan,10023,Roadway,Issued,10/03/2025 01:47:59 PM,10/03/2029 11:59:59 PM,40.78081015853,-73.980793874296,6,107,1030839,1011677501,163,MN0702,POINT (-73.980793874296 40.78081015853)
380 EAST VENTURES LLC,FACTORY 380,380 3 AVENUE,NEW YORK,Manhattan,10016,Roadway,Issued,07/03/2025 01:21:23 PM,07/03/2029 11:59:59 PM,40.74169539881,-73.981452171682,2,106,1018179,1008830046,68,MN0602,POINT (-73.981452171682 40.74169539881)
BARRIO CHINO LLC,BARRIO CHINO,253 BROOME STREET,NEW YORK,Manhattan,10002,Roadway,Issued,06/27/2025 07:42:23 PM,06/27/2029 11:59:59 PM,40.718030410967,-73.989971321275,1,103,1005274,1004080010,18,MN0302,POINT (-73.989971321275 40.718030410967)
SWEETGREEN NEW YORK LLC,SWEETGREEN DUMBO,50 WASHINGTON STREET,BROOKLYN,Brooklyn,11201,Roadway,Issued,02/20/2026 03:10:30 PM,02/20/2030 11:59:59 PM,40.702827100892,-73.989616562553,33,302,3329425,3000370001,21,BK0202,POINT (-73.989616562553 40.702827100892)
TBB TAVERN CORPORATION,DOLLY VARDEN,302 WEST   51 STREET,NEW YORK,Manhattan,10019,Roadway,Issued,08/22/2025 03:10:14 PM,08/22/2029 11:59:59 PM,40.763030379787,-73.985957546969,3,104,1025175,1010410037,133,MN0402,POINT (-73.985957546969 40.763030379787)
LEONS MULBERRY LLC,LEON'S BAGELS,181 MULBERRY STREET,NEW YORK,Manhattan,10012,Roadway,Issued,10/03/2025 01:34:06 PM,10/03/2029 11:59:59 PM,40.720860657622,-73.99670626835,1,102,1082480,1004810033,41,MN0201,POINT (-73.99670626835 40.720860657622)
MADMCW CORP,SCOTTADITO,788 UNION STREET,BROOKLYN,Brooklyn,11215,Sidewalk,Issued,02/06/2026 12:54:31 PM,02/06/2030 11:59:59 PM,40.674800994811,-73.976365022602,39,306,3020193,3009570023,157,BK0602,POINT (-73.976365022602 40.674800994811)
364 ATLANTIC REST LLC,SOMEDAY,364 ATLANTIC AVENUE,BROOKLYN,Brooklyn,11217,Roadway,Issued,04/22/2025 04:23:23 PM,04/22/2029 11:59:59 PM,40.687260302104,-73.98638467024401,33,302,3000879,3001830016,41,BK0202,POINT (-73.98638467024401 40.687260302104)
DAO THONG CORP.,BORAN THAI CUISINE,462 COURT STREET,BROOKLYN,Brooklyn,11231,Sidewalk,Issued,02/27/2026 01:22:01 PM,02/27/2030 11:59:59 PM,40.678190466321,-73.997916151043,39,306,3005418,3003710040,65,BK0601,POINT (-73.997916151043 40.678190466321)
PASTA SHOP LLC,BAR PRIMI,325 BOWERY,NEW YORK,Manhattan,10003,Roadway,Issued,02/13/2026 02:42:57 PM,02/13/2030 11:59:59 PM,40.72574885656,-73.992012202805,2,103,1079109,1004580001,3602,MN0303,POINT (-73.992012202805 40.72574885656)
EL MONO LLC,CASA MONO / BAR JAMON,52 IRVING PLACE,NEW YORK,Manhattan,10003,Roadway,Issued,04/22/2025 04:20:32 PM,04/22/2029 11:59:59 PM,40.735956215416,-73.98731642956,2,106,1017846,1008730022,5,MN0602,POINT (-73.98731642956 40.735956215416)
"D & S DINING GROUP, LLC",SALUMERIA ROSI,283 AMSTERDAM AVENUE,NEW YORK,Manhattan,10023,Roadway,Issued,08/29/2025 01:46:29 PM,08/29/2029 11:59:59 PM,40.779473495502,-73.980985632664,6,107,1030007,1011450001,157,MN0701,POINT (-73.980985632664 40.779473495502)
ROYAL INTERCONTINENTAL CUISINE LLC,ROYAL FUSION,3168 EAST TREMONT AVENUE,BRONX,Bronx,10461,Sidewalk,Issued,01/10/2025 03:07:49 PM,01/10/2029 11:59:59 PM,40.837198251381,-73.834229162903,13,210,2073600,2053500062,194,BX1002,POINT (-73.834229162903 40.837198251381)
GFD 353 LLC.,SHARLENE'S,353 FLATBUSH AVENUE,BROOKLYN,Brooklyn,11238,Sidewalk,Issued,01/07/2026 11:40:32 AM,01/07/2030 11:59:59 PM,40.676916297559,-73.972261545605,35,308,3029033,3011640011,163,BK0801,POINT (-73.972261545605 40.676916297559)
NYC PIZZA GROUP CORP,MADE IN NEW YORK PIZZA,271 1/2 AMSTERDAM AVENUE,NEW YORK,Manhattan,10023,Roadway,Issued,10/03/2025 01:35:08 PM,10/03/2029 11:59:59 PM,40.779017919773,-73.981310731227,6,107,1029960,1011440061,157,MN0701,POINT (-73.981310731227 40.779017919773)
ANGELO'S PIZZA 1697 INC.,ANGELO'S PIZZA,1697 BROADWAY,NEW YORK,Manhattan,10019,Roadway,Issued,10/24/2025 03:30:33 PM,10/24/2029 11:59:59 PM,40.763669458261,-73.982665164748,3,105,1024838,1010250043,131,MN0502,POINT (-73.982665164748 40.763669458261)
GROTTA AZZURRA INN INC.,GROTTA AZZURRA,177 MULBERRY STREET,NEW YORK,Manhattan,10013,Roadway,Issued,02/13/2026 03:45:07 PM,02/13/2030 11:59:59 PM,40.720322689023,-73.996915533689,1,102,1006963,1004710014,41,MN0201,POINT (-73.996915533689 40.720322689023)
THE ALCOVE RESTAURANT INC,THE ALCOVE,41-11 49 STREET,SUNNYSIDE,Queens,11104,Roadway,Issued,10/24/2025 03:51:04 PM,10/24/2029 11:59:59 PM,40.745919322558,-73.915283392457,26,402,4001158,4001340025,25301,QN0202,POINT (-73.915283392457 40.745919322558)
KITCHEN TABLE INC,FRANK,88 2 AVENUE,NEW YORK,Manhattan,10003,Roadway,Issued,02/13/2026 03:39:30 PM,02/13/2030 11:59:59 PM,40.72686297359,-73.988909258942,2,103,1006222,1004470001,38,MN0303,POINT (-73.988909258942 40.72686297359)
"POINT GREEN CAFE, INC",LE GAMIN,108 FRANKLIN STREET,BROOKLYN,Brooklyn,11222,Sidewalk,Issued,12/12/2025 03:35:40 PM,12/12/2029 11:59:59 PM,40.728285592878,-73.957321017451,33,301,3064949,3025690008,561,BK0101,POINT (-73.957321017451 40.728285592878)
CARRIE'S HOSPITALITY LLC,ELDER GREENE,160 FRANKLIN STREET,BROOKLYN,Brooklyn,11222,Sidewalk,Issued,04/04/2025 04:20:16 PM,04/04/2029 11:59:59 PM,40.730690154184,-73.957716365406,33,301,3064538,3025500001,565,BK0101,POINT (-73.957716365406 40.730690154184)
"MARLTON HOTEL OPERATING, LLC",CHEZ NOUS,5 WEST    8 STREET,NEW YORK,Manhattan,10011,Roadway,Issued,10/24/2025 03:44:27 PM,10/24/2029 11:59:59 PM,40.732421613743,-73.99674538512,2,102,1009433,1005720045,63,MN0202,POINT (-73.99674538512 40.732421613743)
THE SCRATCHER CAFE INC,THE SCRATCHER CAFE,209 EAST    5 STREET,NEW YORK,Manhattan,10003,Roadway,Issued,05/02/2025 02:17:47 PM,05/02/2029 11:59:59 PM,40.727513644254,-73.990723950969,2,103,1076944,1004610052,38,MN0303,POINT (-73.990723950969 40.727513644254)
LANTERN GLOBAL LLC,PS KITCHEN,246 WEST   48 STREET,NEW YORK,Manhattan,10036,Roadway,Issued,05/16/2025 03:53:44 PM,05/16/2029 11:59:59 PM,40.760527147166,-73.985849784284,3,105,1024766,1010190060,125,MN0502,POINT (-73.985849784284 40.760527147166)
TARTINERY W3 LLC,TARTINERY,78 WEST    3 STREET,NEW YORK,Manhattan,10012,Roadway,Issued,10/24/2025 03:49:33 PM,10/24/2029 11:59:59 PM,40.729729038157,-73.998722741758,2,102,1008676,1005390021,65,MN0202,POINT (-73.998722741758 40.729729038157)
DECO CAFE INC.,BROOKLYN PUBLIC HOUSE,247 DEKALB AVENUE,BROOKLYN,Brooklyn,11205,Sidewalk,Issued,03/06/2026 09:56:55 AM,03/06/2030 11:59:59 PM,40.689478387712,-73.969339136262,35,302,3058585,3020920064,183,BK0203,POINT (-73.969339136262 40.689478387712)
HOST 213 LLC,JACKDAW,213 2 AVENUE,NEW YORK,Manhattan,10003,Sidewalk,Issued,02/13/2026 03:49:27 PM,02/13/2030 11:59:59 PM,40.731819619144,-73.985336324858,2,103,1006911,1004690037,4002,MN0303,POINT (-73.985336324858 40.731819619144)
